Date,Close,High,Low,Open,Volume,log_return,realized_volatility
2010-02-03,82.6454849243164,83.1346016539186,82.40468979080578,82.68310575520344,172730700,-0.004995574696238836,0.16478925528219832
2010-02-04,80.0945816040039,82.04351685655097,80.07952867468879,82.00589601528401,356715700,-0.031351987516876095,0.19359599273025097
2010-02-05,80.26011657714844,80.42565858613419,78.69494515665995,80.18486342459823,493585800,0.002064610938415532,0.19399087423606484
2010-02-08,79.68070983886719,80.76429107753295,79.62050960538348,80.32032153185341,224166900,-0.007245295474484218,0.19264355990035648
2010-02-09,80.68152618408203,81.38133818854931,79.96666124906098,80.61379947861184,337820500,0.012482107560798357,0.19928565147455807
2010-02-10,80.52348327636719,80.96744701152133,79.84624510824199,80.55358338839602,240511500,-0.0019607698157565133,0.19865764732752
2010-02-11,81.36628723144531,81.45658759392542,79.95161599865659,80.4181592599539,223591600,0.010412165841938392,0.20283845877787499
2010-02-12,81.2985610961914,81.34370840405538,80.147258817575,80.50844876250804,304622100,-0.0008327077406539245,0.19913881379284204
2010-02-16,82.57778930664062,82.66056320314178,81.13301796209291,81.91560387564233,159317500,0.01561243207226221,0.20845051051161126
2010-02-17,82.96907043457031,83.08194443171176,82.57777467661465,82.97659115763909,168845100,0.004727143204865927,0.20703125913920475
2010-02-18,83.45821380615234,83.63128234793993,82.8035490073179,82.83364913219657,193708600,0.0058781801585052924,0.20271055845255267
2010-02-19,83.6312484741211,83.95481750924432,83.04431062924863,83.23995849120928,222684900,0.0020711626868997832,0.20070028256923186
2010-02-22,83.64631652832031,83.96235915717541,83.3979948595011,83.93978550383012,132346900,0.00018015630774822645,0.18940707290114964
2010-02-23,82.63045501708984,83.67640970786235,82.41223346952438,83.42056731892998,207497000,-0.012219074754189069,0.1770558373984774
2010-02-24,83.39045715332031,83.52590479614365,82.66807163859916,82.87876669609994,176350700,0.009155562816473924,0.17899428905264125
2010-02-25,83.2776107788086,83.33781102691914,81.97581342423499,82.20155574313206,259634700,-0.0013541453159657635,0.17833264191041115
2010-02-26,83.33026885986328,83.61621711400521,82.85620491259034,83.35284251339857,173589300,0.0006321199564186679,0.17769278940879546
2010-03-01,84.19564056396484,84.27841446602488,83.65384983812145,83.67642349486302,147709700,0.010331290296829084,0.17532380760670507
2010-03-02,84.42890167236328,84.83524467985085,84.27840681374309,84.55682861730239,160992400,0.0027666347269713117,0.16947777998825378
2010-03-03,84.50413513183594,85.00829910572776,84.29343434149906,84.64710349187406,150785000,0.0008906897770813056,0.16238854489581514
2010-03-04,84.7599868774414,84.8803873424114,84.30097015151108,84.61701276054208,135770400,0.0030231089426954933,0.15788982672245339
2010-03-05,85.97147369384766,86.03919463735319,85.1061141671082,85.30928847964302,176118800,0.014191961414250684,0.16268060389163433
2010-03-08,85.98653411865234,86.17465553425725,85.8360392825724,85.97901339555534,114631200,0.0001751639837513714,0.10950414319076708
2010-03-09,86.12950134277344,86.5283177933959,85.68553759314001,85.73068489215099,154556700,0.001661289218274945,0.10957408377499506
2010-03-10,86.5132827758789,86.74655150825866,86.09189261648054,86.16714003908591,186088800,0.0044459670554594715,0.10257635225947857
2010-03-11,86.87444305419922,86.89702244018476,86.04671020598978,86.3100789657371,160791100,0.0041659327258495,0.09775979864672682
2010-03-12,86.88199615478516,87.26576546008793,86.6412009661856,87.25071253148225,162074800,8.693894309851801e-05,0.09656288758232046
2010-03-15,86.9045639038086,86.96476413212201,86.23485215159879,86.73149542366976,146816800,0.00025971800284998347,0.09393252278164041
2010-03-16,87.59685516357422,87.67962330135273,86.90456401907136,87.1453591916346,168673000,0.007934547415288935,0.09417504100919102
2010-03-17,88.11607360839844,88.40202184632994,87.60438310690074,87.86023122815472,177468100,0.005909866276316061,0.08396470947232616
2010-03-18,88.07091522216797,88.2439836950243,87.71724607197088,88.1235889844733,196509100,-0.0005126188661159274,0.08463754660487778
2010-03-19,87.62515258789062,88.62252409308547,87.28513603735507,87.62515258789062,226641100,-0.005074258021760313,0.08811864622316941
2010-03-22,88.09358978271484,88.25226759285404,87.07355191049592,87.12644259232499,184477800,0.005331682872146228,0.0887243714627454
2010-03-23,88.71317291259766,88.78873020455747,87.93491608792121,88.22204186788109,182941600,0.0070086195418594555,0.08964706818714084
2010-03-24,88.28246307373047,88.72826078930532,87.33043104694777,88.38069271791078,196072600,-0.004866907442597518,0.0768277220209593
2010-03-25,88.13892364501953,89.2874094256579,88.03314228751276,88.87939314756684,223396300,-0.0016272342379082285,0.0752729916859036
2010-03-26,88.08601379394531,88.72070180084314,87.73844572855121,88.30513391956015,205808500,-0.0006004808789606074,0.07481333536848579
2010-03-29,88.64517211914062,88.8038441702518,88.1691559658071,88.53183329273202,134513500,0.006327804434534489,0.07545454191860004
2010-03-30,88.70563507080078,89.03053668626497,88.33540022306588,88.75096830307152,145772500,0.0006818458281715233,0.07081283493489567
2010-03-31,88.40338134765625,88.7962827283101,88.10870387100289,88.36559981899734,161078700,-0.00341319739325099,0.07368070950747903
2010-04-01,89.00785827636719,89.34786900265163,88.4789456564607,89.00785827636719,161215200,0.006814441623262913,0.07520574202366738
2010-04-05,89.73321533203125,89.79365770988377,89.09852136503642,89.34786562937911,105847600,0.008116333005233095,0.07770363385675925
2010-04-06,89.94474029541016,90.10341227936428,89.37805216786698,89.47627603470056,110384200,0.0023544909597643182,0.06554213208480637
2010-04-07,89.43097686767578,90.18656132531775,89.01540311011192,89.76343587372686,184576300,-0.005728365475020376,0.07076720569791707
2010-04-08,89.74080657958984,89.89192700245782,88.85677372326724,89.12122725746784,158704000,0.0034584689037059396,0.07097386516610445
2010-04-09,90.33013916015625,90.36791493049638,89.76345072317824,89.92967448905003,133006500,0.006545583267640027,0.07226300041695262
2010-04-12,90.47368621826172,90.70792133271358,90.33768077797274,90.44346214656947,110279000,0.0015878766720348316,0.07186524231383785
2010-04-13,90.54169464111328,90.70036669895106,89.91455810443135,90.38302258327552,125043600,0.0007514104683102904,0.07168680420342306
2010-04-14,91.56925964355469,91.56925964355469,90.73056064160583,90.8741177331278,161609000,0.011285163068945853,0.07825596864695594
2010-04-15,91.64484405517578,91.85640679135032,91.38794232935511,91.41816640090178,144615300,0.0008250938588593786,0.0758620528922668
2010-04-16,90.1865463256836,91.64482431698099,89.72563942200689,91.3199228236458,366786700,-0.016040453677112407,0.09725102402906494
2010-04-19,90.5265884399414,90.6172606665741,89.51410785014815,89.92212422301577,217947800,0.0037633403462985727,0.09748209201914715
2010-04-20,91.33504486083984,91.41060791641974,90.57190872841862,91.09325807107882,157708000,0.008890954423557342,0.097961529081701
2010-04-21,91.1688003540039,91.59948315528077,90.66255451436407,91.38791471837506,192910100,-0.00182181972791933,0.09800691685972389
2010-04-22,91.44083404541016,91.5541728738263,90.00522810097986,90.5265774882505,115360300,0.0029794035077538605,0.09620003670036044
2010-04-23,92.03777313232422,92.07555467428178,91.14618292987306,91.38041811363279,177335500,0.006506929633938435,0.09486058065186116
2010-04-26,91.6901626586914,92.27196585504569,91.59949622316182,92.06795484580151,143457300,-0.00378397424329304,0.0961800474640875
2010-04-27,89.52164459228516,91.68261072938378,89.34785763928843,91.16126139969693,355853300,-0.02393466100470852,0.13131476895718733
2010-04-28,90.20169067382812,90.42836836773373,89.36299127689188,89.95235212811582,300674100,0.007567735442790279,0.13204424735816195
2010-04-29,91.31990051269531,91.5087965495386,90.72298834451254,90.74565494658981,193775000,0.012320561719697183,0.13790603177958788
2010-04-30,89.77096557617188,91.43325443455727,89.74829897033966,91.33502478975032,270000900,-0.017107132402176813,0.15140509921877932
2010-05-03,90.93458557128906,91.18392981827863,90.06566231837657,90.20166774722071,182747900,0.012878808328915536,0.15586694257906447
2010-05-04,88.7962646484375,89.93719855873758,88.34291522009697,89.92208940914155,360353400,-0.023795823808110527,0.17552263616090039
2010-05-05,88.26737213134766,89.00784740289707,87.62512652423995,88.07091856711591,328973200,-0.005974056556091443,0.17618600764266235
2010-05-06,85.33572387695312,88.40339541150092,79.33638049750083,87.84426443924038,647356600,-0.03377735818533041,0.20951812069579642
2010-05-07,84.0663070678711,85.96281942540257,82.66847732839176,85.10901127990773,637558800,-0.014987312291713505,0.2129216762761122
2010-05-10,87.76869201660156,88.13892678104835,86.82421145907779,87.50423284877343,396159600,0.04309899678543409,0.2650737513567272
2010-05-11,87.51936340332031,88.67540688993984,86.82422697229656,86.94511750764062,317849800,-0.002844789176668981,0.2648952459659241
2010-05-12,88.74337005615234,88.87182376297035,87.71577498951129,87.86689530204703,235607100,0.013888657053264319,0.2702085696206642
2010-05-13,87.64025115966797,88.91719090579379,87.56469385689218,88.5016170935479,234452500,-0.012508341438355879,0.2691967540109813
2010-05-14,86.05350494384766,87.14154830037408,85.28281140940902,86.98287627165588,345601400,-0.018271127226096803,0.27466499853517745
2010-05-17,86.09883880615234,86.52952167722357,84.4516646078244,86.28773490337045,325739800,0.0005266714627879372,0.2707198788942602
2010-05-18,84.92768859863281,87.05843639826811,84.64812029244268,86.80153470197014,360556800,-0.013695752719104023,0.2726161114201977
2010-05-19,84.44412994384766,85.20726617995709,83.38631043317159,84.45168163871027,394742700,-0.005710040463604924,0.2692356158586552
2010-05-20,81.25552368164062,83.03114535766942,81.20263301944912,82.64579581047428,530418300,-0.038491328914956185,0.2947122687196425
2010-05-21,82.44181823730469,82.64582349848925,79.60837660353604,80.02395034901615,500909400,0.0144940083862115,0.30149871026422975
2010-05-24,81.38400268554688,82.65338482750491,81.3084453913718,81.99602426241255,269823000,-0.012914084569395613,0.2997142362072538
2010-05-25,81.46711730957031,81.50489883892405,78.867904888568,79.41948408801169,396505200,0.0010207437473255566,0.30059404754924124
2010-05-26,80.97599029541016,82.71383696873895,80.73420348356593,81.96580992032281,349719300,-0.006046775610780534,0.2931636265106969
2010-05-27,83.68853759765625,83.71876166824568,82.19247780906566,82.5022702091183,300870500,0.03294932722641873,0.31870336232469804
2010-05-28,82.63825988769531,83.65829757582546,82.24535280960089,83.59784944617233,297933500,-0.012629253801234608,0.3147244968111515
2010-06-01,81.24797821044922,83.07649081838996,81.1270877210291,81.86755710093536,277909400,-0.01696683071509434,0.3146554937931708
2010-06-02,83.36363220214844,83.3711838959587,81.23288432334864,81.66356722125546,240243700,0.025706212201846546,0.3266208763878024
2010-06-03,83.65074920654297,83.91520259669284,82.796940899873,83.60541598670345,226618300,0.0034382342983620196,0.31951742121894555
2010-06-04,80.71155548095703,82.60807464641722,80.43954453433112,82.0640527531654,398475600,-0.035768628217381006,0.3392567832806104
2010-06-07,79.70661926269531,81.30846071856396,79.64617687475268,80.99866826000058,264609100,-0.012529121042295522,0.3235869521199989
2010-06-08,80.56041717529297,80.71908922008514,79.07191486721393,79.76705118668018,357774300,0.010654792261890278,0.32405864600324985
2010-06-09,80.12975311279297,81.81470362621332,79.78973656712574,81.02889491145436,268023300,-0.005360192137061255,0.27943713120906
2010-06-10,82.47203063964844,82.57025452711595,80.1221629159597,81.49732616375962,317890600,0.02881197860787761,0.3021598871898932
2010-06-11,82.87251281738281,82.92540350474962,81.69380277626381,81.74669346363062,214128200,0.004844223492597748,0.2974424707308856
2010-06-14,82.74407196044922,83.96056363938804,82.66095719247303,83.50720826328052,207196100,-0.0015510630515187657,0.2955653729458199
2010-06-15,84.62548828125,84.7010455999989,83.1823187051341,83.32588164601475,238268700,0.022483127405846952,0.30221958648147607
2010-06-16,84.59524536132812,84.94281356189224,84.02099949034483,84.18722901336521,216374000,-0.00035743752663006096,0.3021863181603183
2010-06-17,84.73123931884766,84.8748022082857,83.9076550396863,84.83702068012248,263185800,0.0016062931562904697,0.29861123362126984
2010-06-18,84.82311248779297,85.12677959829628,84.54980745467691,84.8990292654188,174006600,0.0010837017977749887,0.29793260248803455
2010-06-21,84.58014678955078,85.93907228920871,84.10945365974104,85.87834236284367,213140700,-0.002868491029948119,0.26314779400606275
2010-06-22,83.18329620361328,84.95218579937311,83.0618304975095,84.58018947232554,239355400,-0.016653006666875858,0.2664785292469829
2010-06-23,82.9251708984375,83.53251096141143,82.3557863313548,83.23643144989478,254639900,-0.0031079151767677534,0.26242733394480794
2010-06-24,81.5510482788086,82.62149399359191,81.33847897739663,82.51520934288592,268523600,-0.016709462295630834,0.2694132499223553
2010-06-25,81.89264678955078,82.31019179476672,81.05754519496581,81.79394980542172,238726500,0.004180020624018539,0.26882627176042445
2010-06-28,81.63455200195312,82.23430436457126,81.33847252816525,82.01414166497129,169218600,-0.003156600294169889,0.24170094900161923
2010-06-29,79.11408233642578,81.61937660224373,78.61302695850958,80.48819515801058,373649500,-0.03136171275092403,0.2608320532027166
2010-06-30,78.36248779296875,79.62272241137237,78.10436382066831,78.89391098288382,284101700,-0.0095455501702109,0.25672808855117896
